,UNDERWRITING_YEAR,TYPE_OF_COVER,PAYMENT_METHOD,SUM_INSURED,COMPANY_LOADINGS,COMMISION_RATE,LOADINGS,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,TRANSACTION_TYPE,AGENT_CONTRACT_CATEGORY,CLIENT_GENDER,CLIENT_MARITAL_STATUS,CLIENT_OCCUPATION,CLIENT_POLITICAL_PERSON_FLAG,HIGH_RISK_FLAG,CLIENT_NUMBER_OF_DEPENDENTS,CLIENT_SMOKER_FLAG,CLIENT_FAMILY_SIZE,ORIGINAL_UNDERWRITING_YEAR,POLICY_TERM,INSURED_TYPE,RENEWAL_TYPE,CO_INSURANCE,BODILY_INJURY_LIMIT,VEHICLE_MAKE,VEHICLE_YEAR,ADDITIONAL_PERILS,FOREIGN_USED,CUBIC_CENTIMETERS,VEHICLE_MODIFIED,SEATING_CAPACITY,ANTI_THEFT_DEVICE,LEFT_HAND_DRIVE,OPEN_RESTRICTED_FLAG,PA_COVERAGE,PA_DRIVER_INCLUDED,MOTOR_ASSIST,VEHICLE_CONDITION,PREMIUM_CHARGED,HAS_CLAIMED_IN_NEXT_12_MONTHS,CLIENT_CLASS,FLAG_VEHICLE_CONDITION,VEHICLE_AGE,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,FLAG_VEHICLE_TYPE_ON_SEATING_CAPACITY,POLICY_HISTORY_AGE
40858,2019,TP,Debit Card,77534.25,0.35,0.1,0.1,0.18,0.3,Renewal,Cash Salesmen,F,S,Lawyer,N,N,2,N,5,2018,12,Individual,Renewal,Y,122000,Mercedes-Benz,2003,Riot & Srike,N,1149,Y,3,Y,N,O,Y,Y,Y,New,1656.94270753846,0,EXPERIENCED,OLD,16,0,COMPACT,1
40860,2019,TP,Credit Card,132146.0,0.3,0.1,0.11,0.31,0.23,Renewal,Cash Salesmen,F,M,Sales Person,N,N,2,Y,2,2019,12,Individual,Renewal,Y,235000,Mercedes-Benz,2005,No Additional Perils,N,1745,Y,2,N,N,O,N,Y,N,New,2438.364467154,0,YOUNG,OLD,14,0,MICRO,0
40863,2018,TP,Cash,103683.0,0.35,0.15,0.1,0.24,0.24,Renewal,Broker,F,S,Sales Person,N,Y,2,Y,4,2018,6,Individual,Renewal,Y,232000,Ford,2003,Special Perils,N,1059,Y,3,Y,N,O,N,N,N,New,4578.34777735385,0,YOUNG,OLD,15,0,COMPACT,0
40864,2019,TP,Cash,93314.7,0.38,0.15,0.1,0.24,0.24,Renewal,Broker,F,S,Sales Person,N,Y,2,Y,4,2018,6,Individual,Renewal,Y,232000,Ford,2003,Special Perils,N,1059,Y,3,Y,N,O,N,N,N,New,2330.99801575385,0,YOUNG,OLD,16,0,COMPACT,1
40865,2018,Comp,Credit Card,85817.0,0.3,0.15,0.1,0.32,0.36,Renewal,Broker,F,D,Sales Person,N,N,5,N,3,2018,12,Individual,Renewal,Y,75000,GMC,2001,No Additional Perils,N,1319,Y,2,Y,N,O,N,N,Y,Second Hand,7761.62294034286,0,EXPERIENCED,OLD,17,0,MICRO,0
40866,2019,Comp,Credit Card,81526.15,0.35,0.15,0.1,0.32,0.36,Renewal,Broker,F,D,Sales Person,N,N,5,N,3,2018,12,Individual,Renewal,Y,75000,GMC,2001,No Additional Perils,N,1319,Y,2,Y,N,O,N,N,Y,Second Hand,7940.73731588923,0,EXPERIENCED,OLD,18,0,MICRO,1
40868,2019,Comp,Credit Card,123620.0,0.3,0.0,0.1,0.26,0.33,Renewal,Direct,M,D,Clerical assistant,N,Y,3,N,3,2019,12,Individual,Renewal,Y,89000,Lexus,2001,Special Perils,N,1675,N,4,Y,N,O,N,N,Y,New,11076.12242,0,EXPERIENCED,OLD,18,0,COMPACT,0
40871,2017,Comp,Cash,125612.0,0.3,0.15,0.13,0.21,0.28,Renewal,Broker,M,D,Clerical assistant,N,Y,2,Y,5,2017,12,Individual,Manual Review Required,Y,183000,Hyundai,2009,No Additional Perils,Y,1740,Y,3,N,Y,O,N,N,N,Foreign Used,15253.4050301829,0,YOUNG,NEW,9,0,COMPACT,0
40872,2019,Comp,Cash,119331.4,0.35,0.15,0.13,0.21,0.28,Renewal,Broker,M,D,Clerical assistant,N,Y,2,Y,5,2017,12,Individual,Manual Review Required,Y,183000,Hyundai,2009,No Additional Perils,Y,1740,Y,3,N,Y,O,N,N,N,Foreign Used,15605.4066847255,0,YOUNG,NEW,10,0,COMPACT,1
40874,2019,TP,Debit Card,89610.0,0.3,0.0,0.1,0.25,0.38,Renewal,Assumed Business,M,M,Social Worker,N,N,1,N,2,2019,12,Individual,Renewal,Y,58000,Mazda,1995,Riot & Special Perils,N,1519,Y,2,Y,N,R,N,Y,N,New,1341.73053,0,YOUNG,OLD,24,0,MICRO,0
40877,2018,TP,Debit Card,33566.0,0.3,0.0,0.11,0.27,0.33,Renewal,Direct,F,D,Driver for Uber,N,N,1,Y,2,2018,12,Individual,Renewal,Y,111000,Buick,1995,Special Perils,N,1965,Y,5,Y,N,O,N,N,Y,New,532.407545358,0,EXPERIENCED,OLD,23,0,COMPACT,0
40878,2019,TP,Debit Card,31887.7,0.35,0.0,0.11,0.27,0.33,Renewal,Direct,F,D,Driver for Uber,N,N,1,Y,2,2018,12,Individual,Renewal,Y,111000,Buick,1995,Special Perils,N,1965,Y,5,Y,N,O,N,N,Y,New,532.67274516,0,EXPERIENCED,OLD,24,0,COMPACT,1
40880,2019,Comp,Credit Card,86275.0,0.3,0.15,0.08,0.3,0.21,Renewal,Broker,F,M,Clerical assistant,N,N,2,N,5,2019,12,Individual,Renewal,Y,232000,Buick,2008,Riot & Srike,N,1508,Y,6,Y,N,O,N,N,Y,New,9734.9000175,0,EXPERIENCED,OLD,12,0,SUV,0
40883,2019,TP,Credit Card,122608.0,0.3,0.15,0.12,0.34,0.31,Renewal,Broker,M,S,Secretary,N,N,5,Y,5,2019,12,Individual,Renewal,Y,75000,Buick,1999,No Additional Perils,N,1958,Y,6,Y,N,R,N,N,N,New,2016.226520352,0,EXPERIENCED,OLD,20,0,SUV,0
40886,2019,TP,Online payment,116916.0,0.3,0.15,0.11,0.26,0.37,Renewal,Broker,F,L,Rideshare driver,N,Y,1,Y,4,2019,12,Individual,Renewal,Y,228000,Acura,1995,No Additional Perils,N,1166,Y,2,N,N,R,Y,Y,Y,Second Hand,1955.683862496,0,EXPERIENCED,OLD,24,0,MICRO,0
40889,2019,Comp,Credit Card,102593.0,0.3,0.0,0.06,0.24,0.38,Renewal,Direct,M,M,Software Professional,N,N,3,N,5,2019,12,Individual,Renewal,Y,213000,Hummer,2003,Special Perils,N,1322,Y,6,Y,N,O,N,N,N,Second Hand,8418.38293291428,0,SENIORCITIZEN,OLD,16,0,SUV,0
40892,2019,Comp,Credit Card,65189.0,0.3,0.15,0.11,0.3,0.3,Renewal,Broker,M,D,Driver for Uber,N,N,2,Y,3,2019,12,Individual,Renewal,Y,192000,GMC,2011,No Additional Perils,N,1748,Y,5,Y,Y,O,N,N,Y,New,6698.70755925,0,YOUNG,NEW,9,0,COMPACT,0
40898,2018,F&T,Cash,91725.0,0.3,0.0,0.08,0.24,0.48,Renewal,Direct,F,S,Govt. Officer,N,N,4,N,2,2018,12,Corporate,Renewal,Y,164000,Mitsubishi,1996,Fire Expl Thft/Brand Expl Dief,N,1842,N,2,Y,N,O,Y,N,Y,New,2796.40697142857,0,EXPERIENCED,OLD,22,0,MICRO,0
40899,2019,F&T,Cash,87138.75,0.35,0.0,0.08,0.24,0.48,Renewal,Direct,F,S,Govt. Officer,N,N,4,N,2,2018,12,Corporate,Renewal,Y,164000,Mitsubishi,1996,Fire Expl Thft/Brand Expl Dief,N,1842,N,2,Y,N,O,Y,N,Y,New,2860.93944,0,EXPERIENCED,OLD,23,0,MICRO,1
40901,2018,Comp,Cash,37831.0,0.3,0.1,0.1,0.2,0.22,Renewal,Cash Salesmen,F,L,Business executive,N,N,1,N,3,2018,12,Individual,No Renewal - Don't Report,Y,123000,BMW,2005,Special Perils,N,1898,Y,4,Y,N,R,Y,N,N,New,4692.64371085715,0,EXPERIENCED,OLD,13,0,COMPACT,0
40902,2019,Comp,Cash,35939.45,0.35,0.1,0.1,0.2,0.22,Renewal,Cash Salesmen,F,L,Business executive,N,N,1,N,3,2018,12,Individual,No Renewal - Don't Report,Y,123000,BMW,2005,Special Perils,N,1898,Y,4,Y,N,R,Y,N,N,New,4800.9354888,0,EXPERIENCED,OLD,14,0,COMPACT,1
40904,2019,TP,Credit Card,13998.0,0.3,0.0,0.1,0.24,0.4,Renewal,Assumed Business,F,M,Social Worker,N,N,1,N,4,2019,12,Individual,Renewal,Y,82000,Pontiac,2004,No Additional Perils,N,1246,Y,2,Y,N,O,N,Y,Y,New,205.5354336,0,EXPERIENCED,OLD,15,0,MICRO,0
40907,2018,Comp,Credit Card,89261.0,0.3,0.15,0.1,0.18,0.28,Renewal,Broker,M,D,Business executive,N,N,5,N,5,2018,12,Corporate,Renewal,Y,159000,Subaru,2004,Special Perils,N,1578,Y,4,Y,N,R,N,N,Y,New,10952.1257754857,0,EXPERIENCED,OLD,14,0,COMPACT,0
40908,2019,Comp,Credit Card,84797.95,0.35,0.15,0.1,0.18,0.28,Renewal,Broker,M,D,Business executive,N,N,5,N,5,2018,12,Corporate,Renewal,Y,159000,Subaru,2004,Special Perils,N,1578,Y,4,Y,N,R,N,N,Y,New,11204.8671395354,0,EXPERIENCED,OLD,15,0,COMPACT,1
40910,2019,TP,Credit Card,146565.0,0.3,0.1,0.11,0.29,0.27,Renewal,Cash Salesmen,F,L,Secretary,N,N,2,N,6,2019,12,Corporate,Renewal,Y,61000,GMC,2007,Special Perils,N,1743,Y,6,N,N,O,N,N,Y,New,2638.251929835,0,EXPERIENCED,OLD,12,0,SUV,0
40913,2019,Comp,Debit Card,118815.0,0.3,0.15,0.11,0.23,0.4,Renewal,Broker,M,D,Driver for Uber,N,N,4,N,4,2019,12,Individual,Manual Review Required,Y,198000,Pontiac,2004,No Additional Perils,N,1678,Y,3,Y,N,O,N,Y,Y,New,11511.55167525,0,EXPERIENCED,OLD,15,0,COMPACT,0
40916,2018,Comp,Debit Card,78812.0,0.3,0.15,0.12,0.25,0.3,Renewal,Broker,M,D,Govt. Officer,N,N,3,N,5,2018,12,Individual,Renewal,Y,162000,Isuzu,2008,No Additional Perils,Y,1515,Y,6,Y,N,R,N,N,N,Foreign Used,8755.22508,0,EXPERIENCED,NEW,10,0,SUV,0
40917,2019,Comp,Debit Card,74871.4,0.35,0.15,0.12,0.25,0.3,Renewal,Broker,M,D,Govt. Officer,N,N,3,N,5,2018,12,Individual,Renewal,Y,162000,Isuzu,2008,No Additional Perils,Y,1515,Y,6,Y,N,R,N,N,N,Foreign Used,8957.26873569231,0,EXPERIENCED,OLD,11,0,SUV,1
40919,2018,TP,Online payment,96335.0,0.3,0.15,0.11,0.19,0.31,Renewal,Broker,F,M,Govt. Officer,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,157000,Ford,2005,Fire Expl Thft/Brand Expl Dief,N,1012,Y,3,Y,N,O,N,Y,N,New,1931.83773822,0,EXPERIENCED,OLD,13,0,COMPACT,0
40920,2019,TP,Online payment,91518.25,0.35,0.15,0.11,0.19,0.31,Renewal,Broker,F,M,Govt. Officer,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,157000,Ford,2005,Fire Expl Thft/Brand Expl Dief,N,1012,Y,3,Y,N,O,N,Y,N,New,2008.99693782346,0,EXPERIENCED,OLD,14,0,COMPACT,1
40922,2018,TP,Credit Card,58156.0,0.3,0.15,0.1,0.23,0.25,Renewal,Broker,F,L,Driver for Uber,N,N,2,N,5,2018,12,Individual,No Renewal - Don't Report,Y,111000,Porsche,2011,No Additional Perils,N,1377,Y,5,Y,N,O,N,N,N,New,1197.3084585,0,EXPERIENCED,NEW,7,0,COMPACT,0
40923,2019,TP,Credit Card,55248.2,0.35,0.15,0.1,0.23,0.25,Renewal,Broker,F,L,Driver for Uber,N,N,2,N,5,2018,12,Individual,No Renewal - Don't Report,Y,111000,Porsche,2011,No Additional Perils,N,1377,Y,5,Y,N,O,N,N,N,New,1241.87328946154,0,EXPERIENCED,NEW,8,0,COMPACT,1
40925,2019,TP,Online payment,112742.0,0.3,0.15,0.11,0.24,0.31,Renewal,Broker,M,M,Driver for Uber,N,N,1,N,2,2019,12,Individual,Manual Review Required,Y,32000,Mercedes-Benz,1998,Special Perils,N,1515,Y,3,Y,N,O,N,N,Y,New,2121.293944224,0,EXPERIENCED,OLD,21,0,COMPACT,0
40928,2019,Comp,Credit Card,117578.0,0.3,0.0,0.1,0.32,0.21,Renewal,Assumed Business,F,M,Govt. Officer,N,N,1,N,2,2019,12,Individual,No Renewal - Don't Report,Y,181000,Chevrolet,1995,Special Perils,N,1124,Y,6,N,N,O,Y,N,N,New,11414.4386462857,0,EXPERIENCED,OLD,24,0,SUV,0
40940,2018,Comp,Cash,133229.0,0.3,0.15,0.12,0.28,0.25,Renewal,Broker,M,L,Govt. Officer,N,N,2,N,3,2018,12,Individual,Renewal,Y,85000,Ford,2004,No Additional Perils,N,1944,Y,5,Y,N,O,N,Y,Y,New,15223.278456,0,SENIORCITIZEN,OLD,14,0,COMPACT,0
40941,2019,Comp,Cash,126567.55,0.35,0.15,0.12,0.28,0.25,Renewal,Broker,M,L,Govt. Officer,N,N,2,N,3,2018,12,Individual,Renewal,Y,85000,Ford,2004,No Additional Perils,N,1944,Y,5,Y,N,O,N,Y,Y,New,15574.5848819077,0,SENIORCITIZEN,OLD,15,0,COMPACT,1
40943,2019,Comp,Credit Card,98245.0,0.3,0.0,0.12,0.24,0.3,Renewal,Direct,M,S,Rideshare driver,N,Y,3,N,5,2019,12,Individual,Renewal,Y,221000,Chrysler,2002,Fire Expl Thft/Brand Expl Dief,N,1012,Y,5,Y,N,O,N,N,Y,New,9617.00656,0,SENIORCITIZEN,OLD,17,0,COMPACT,0
40946,2019,TP,Cash,48591.0,0.3,0.0,0.09,0.23,0.36,Renewal,Assumed Business,M,D,Driver for Uber,N,N,4,N,3,2019,12,Individual,Manual Review Required,Y,26000,Nissan,2010,Special Perils,N,1562,Y,6,Y,N,O,N,N,Y,Second Hand,765.542264256,0,EXPERIENCED,NEW,9,0,SUV,0
40949,2018,TP,Online payment,86410.0,0.3,0.15,0.11,0.29,0.29,Renewal,Broker,M,L,Lawyer,N,N,2,N,4,2018,12,Individual,Renewal,N,213000,Mazda,2002,No Additional Perils,Y,1935,Y,6,N,N,O,N,Y,Y,Foreign Used,1562.90700228,0,EXPERIENCED,OLD,16,0,SUV,0
40950,2019,TP,Online payment,82089.5,0.35,0.15,0.11,0.29,0.29,Renewal,Broker,M,L,Lawyer,N,N,2,N,4,2018,12,Individual,Renewal,N,213000,Mazda,2002,No Additional Perils,Y,1935,Y,6,N,N,O,N,Y,Y,Foreign Used,1625.33080266692,0,EXPERIENCED,OLD,17,0,SUV,1
40952,2019,F&T,Cash,149563.0,0.3,0.0,0.09,0.23,0.24,Renewal,Direct,M,L,Sales Person,N,N,1,N,5,2019,12,Individual,Manual Review Required,Y,139000,Toyota,2001,Special Perils,N,1376,Y,4,N,Y,O,N,N,N,New,6814.389406,0,EXPERIENCED,OLD,18,0,COMPACT,0
40955,2018,TP,Cash,98826.0,0.3,0.15,0.08,0.23,0.32,Renewal,Broker,M,L,Clerical assistant,N,Y,2,Y,2,2018,12,Individual,Manual Review Required,Y,117000,Infiniti,2002,No Additional Perils,N,1508,Y,3,Y,Y,O,N,N,Y,New,1820.916881784,0,EXPERIENCED,OLD,16,0,COMPACT,0
40956,2019,TP,Cash,93884.7,0.35,0.15,0.08,0.23,0.32,Renewal,Broker,M,L,Clerical assistant,N,Y,2,Y,2,2018,12,Individual,Manual Review Required,Y,117000,Infiniti,2002,No Additional Perils,N,1508,Y,3,Y,Y,O,N,N,Y,New,1878.592982112,0,EXPERIENCED,OLD,17,0,COMPACT,1
40958,2019,Comp,Online payment,92106.0,0.3,0.0,0.08,0.32,0.24,Renewal,Direct,F,L,Education Professional,N,N,1,N,5,2019,12,Individual,Renewal,N,127000,Hyundai,2004,Riot & Special Perils,N,1422,Y,3,N,N,R,N,N,N,Second Hand,8445.6675648,0,EXPERIENCED,OLD,15,0,COMPACT,0
40961,2018,Comp,Online payment,66726.0,0.3,0.15,0.12,0.23,0.27,Renewal,Broker,M,S,Education Professional,N,N,3,N,3,2018,12,Individual,Renewal,Y,205000,Eagle,2004,Special Perils,N,1288,Y,2,Y,N,O,Y,Y,Y,New,7936.41446136,0,YOUNG,OLD,14,0,MICRO,0
40962,2019,Comp,Online payment,63389.7,0.35,0.15,0.12,0.23,0.27,Renewal,Broker,M,S,Education Professional,N,N,3,N,3,2018,12,Individual,Renewal,Y,205000,Eagle,2004,Special Perils,N,1288,Y,2,Y,N,O,Y,Y,Y,New,8119.56248739138,0,EXPERIENCED,OLD,15,0,MICRO,1
40967,2018,TP,Cash,82384.0,0.3,0.15,0.07,0.17,0.28,Renewal,Broker,M,L,Social Worker,N,N,1,Y,3,2018,12,Individual,Renewal,Y,190000,Subaru,2013,Special Perils,N,1489,Y,4,Y,N,O,N,N,N,New,1721.174436864,0,EXPERIENCED,NEW,6,0,COMPACT,0
40973,2018,Comp,Online payment,51898.0,0.3,0.15,0.11,0.17,0.25,Renewal,Broker,M,S,Secretary,N,Y,4,N,5,2018,12,Individual,Renewal,Y,208000,Toyota,2007,Riot & Srike,N,1512,Y,2,Y,N,O,Y,N,Y,New,6775.020239625,0,EXPERIENCED,OLD,11,0,MICRO,0
40974,2019,Comp,Online payment,49303.1,0.35,0.15,0.11,0.17,0.25,Renewal,Broker,M,S,Secretary,N,Y,4,N,5,2018,12,Individual,Renewal,Y,208000,Toyota,2007,Riot & Srike,N,1512,Y,2,Y,N,O,Y,N,Y,New,6931.36686053942,0,EXPERIENCED,OLD,12,0,MICRO,1
40976,2019,TP,Cash,133180.0,0.3,0.15,0.12,0.19,0.24,Renewal,Broker,M,D,Waiter,Y,N,2,N,2,2019,12,Corporate,Manual Review Required,Y,21000,Eagle,1996,Special Perils,N,1737,Y,6,Y,N,O,N,Y,Y,New,2960.50030488,0,EXPERIENCED,OLD,23,0,SUV,0
40979,2019,Comp,Debit Card,102124.0,0.3,0.15,0.09,0.35,0.39,Renewal,Broker,F,S,Waiter,N,N,1,N,5,2019,12,Individual,No Renewal - Don't Report,Y,99000,Dodge,1999,No Additional Perils,N,1356,N,5,Y,N,O,N,Y,Y,New,8338.63851330714,0,EXPERIENCED,OLD,20,0,COMPACT,0
40985,2018,F&T,Credit Card,109031.0,0.3,0.1,0.11,0.26,0.21,Renewal,Cash Salesmen,M,S,Business executive,N,Y,2,N,3,2018,12,Individual,Renewal,Y,205000,Lexus,2008,Special Perils,N,1251,Y,3,N,Y,O,Y,Y,Y,New,5558.99693532857,0,YOUNG,NEW,10,0,COMPACT,0
40986,2019,F&T,Credit Card,103579.45,0.35,0.1,0.11,0.26,0.21,Renewal,Cash Salesmen,M,S,Business executive,N,Y,2,N,3,2018,12,Individual,Renewal,Y,205000,Lexus,2008,Special Perils,N,1251,Y,3,N,Y,O,Y,Y,Y,New,5687.28147999,0,YOUNG,OLD,11,0,COMPACT,1
40988,2019,F&T,Cash,147073.0,0.3,0.15,0.11,0.3,0.33,Renewal,Broker,F,L,Chef,N,N,2,N,5,2019,12,Individual,Manual Review Required,Y,177000,Ford,2013,No Additional Perils,N,1329,Y,5,Y,N,R,N,N,N,New,6289.24593075,0,EXPERIENCED,NEW,6,0,COMPACT,0
40991,2018,F&T,Cash,100038.0,0.3,0.15,0.13,0.25,0.24,Renewal,Broker,M,S,Secretary,N,Y,3,N,2,2018,12,Individual,Renewal,Y,171000,Audi,2001,Special Perils,N,1320,Y,3,Y,N,O,Y,N,Y,Second Hand,5292.83194071429,0,EXPERIENCED,OLD,18,0,COMPACT,0
40997,2018,Comp,Debit Card,85638.0,0.3,0.15,0.13,0.27,0.33,Renewal,Broker,F,L,Driver for Uber,N,N,1,N,2,2018,12,Individual,No Renewal - Don't Report,Y,169000,Pontiac,2009,No Additional Perils,N,1815,Y,6,N,N,O,N,N,N,New,8942.115254595,0,EXPERIENCED,NEW,9,0,SUV,0
40998,2019,Comp,Debit Card,81356.1,0.35,0.15,0.13,0.27,0.33,Renewal,Broker,F,L,Driver for Uber,N,N,1,N,2,2018,12,Individual,No Renewal - Don't Report,Y,169000,Pontiac,2009,No Additional Perils,N,1815,Y,6,N,N,O,N,N,N,New,9148.47176047027,0,EXPERIENCED,NEW,10,0,SUV,1
41000,2019,Comp,Cash,116371.0,0.3,0.0,0.09,0.32,0.37,Renewal,Direct,M,L,Doctor,N,N,2,N,4,2019,12,Individual,No Renewal - Don't Report,Y,44000,Buick,2003,Special Perils,N,1059,Y,3,Y,N,O,N,Y,Y,New,8927.3081682,0,EXPERIENCED,OLD,16,0,COMPACT,0
41003,2018,TP,Online payment,117584.0,0.3,0.1,0.09,0.21,0.23,Renewal,Cash Salesmen,M,L,Sales Person,N,Y,1,N,2,2018,12,Individual,Renewal,Y,220000,Toyota,2005,Riot & Special Perils,N,1825,N,5,N,N,O,N,N,N,New,2451.207918544,0,EXPERIENCED,OLD,13,0,COMPACT,0
41004,2019,TP,Online payment,111704.8,0.35,0.1,0.09,0.21,0.23,Renewal,Cash Salesmen,M,L,Sales Person,N,Y,1,N,2,2018,12,Individual,Renewal,Y,220000,Toyota,2005,Riot & Special Perils,N,1825,N,5,N,N,O,N,N,N,New,2506.83340855877,0,EXPERIENCED,OLD,14,0,COMPACT,1
41006,2018,TP,Online payment,68186.0,0.3,0.15,0.08,0.18,0.36,Renewal,Broker,M,D,Driver for Uber,N,Y,1,Y,2,2018,12,Individual,Renewal,Y,127000,Volkswagen,2001,Riot & Special Perils,N,1324,Y,6,Y,N,O,N,N,N,New,1259.239410432,0,EXPERIENCED,OLD,17,0,SUV,0
41007,2019,TP,Online payment,64776.7,0.35,0.15,0.08,0.18,0.36,Renewal,Broker,M,D,Driver for Uber,N,Y,1,Y,2,2018,12,Individual,Renewal,Y,127000,Volkswagen,2001,Riot & Special Perils,N,1324,Y,6,Y,N,O,N,N,N,New,1299.12482162215,0,EXPERIENCED,OLD,18,0,SUV,1
41009,2018,Comp,Online payment,96291.0,0.3,0.1,0.12,0.28,0.31,Renewal,Cash Salesmen,F,L,Doctor,N,N,1,N,4,2018,12,Individual,Renewal,Y,23000,Lincoln,2008,No Additional Perils,N,1239,Y,6,Y,N,R,Y,N,N,New,9682.28344512,0,EXPERIENCED,NEW,10,0,SUV,0
41010,2019,Comp,Online payment,91476.45,0.35,0.1,0.12,0.28,0.31,Renewal,Cash Salesmen,F,L,Doctor,N,N,1,N,4,2018,12,Individual,Renewal,Y,23000,Lincoln,2008,No Additional Perils,N,1239,Y,6,Y,N,R,Y,N,N,New,9905.720755392,0,EXPERIENCED,OLD,11,0,SUV,1
41012,2019,F&T,Cash,209722.0,0.3,0.0,0.12,0.3,0.22,Renewal,Direct,M,L,Waiter,N,N,2,Y,4,2019,12,Individual,Renewal,Y,202000,Mazda,2003,No Additional Perils,N,1757,Y,5,Y,N,O,Y,N,Y,New,9160.65696,0,EXPERIENCED,OLD,16,0,COMPACT,0
41015,2018,Comp,Debit Card,171940.0,0.3,0.15,0.12,0.27,0.21,Renewal,Broker,F,D,Driver for Uber,N,N,2,N,3,2018,12,Individual,Renewal,Y,130000,Mercury,2003,Riot & Special Perils,N,1936,Y,2,Y,Y,O,N,N,Y,New,20981.7900568,0,EXPERIENCED,OLD,15,0,MICRO,0
41016,2019,Comp,Debit Card,163343.0,0.35,0.15,0.12,0.27,0.21,Renewal,Broker,F,D,Driver for Uber,N,N,2,N,3,2018,12,Individual,Renewal,Y,130000,Mercury,2003,Riot & Special Perils,N,1936,Y,2,Y,Y,O,N,N,Y,New,21465.9852119569,0,EXPERIENCED,OLD,16,0,MICRO,1
41018,2018,Comp,Credit Card,117292.0,0.3,0.0,0.08,0.27,0.25,Renewal,Assumed Business,M,L,Business executive,N,N,2,Y,4,2018,12,Corporate,Manual Review Required,Y,149000,GMC,2006,No Additional Perils,Y,1442,Y,4,Y,N,O,N,N,N,Foreign Used,11393.99622,0,EXPERIENCED,OLD,12,0,COMPACT,0
41019,2019,Comp,Credit Card,111427.4,0.35,0.0,0.08,0.27,0.25,Renewal,Assumed Business,M,L,Business executive,N,N,2,Y,4,2018,12,Corporate,Manual Review Required,Y,149000,GMC,2006,No Additional Perils,Y,1442,Y,4,Y,N,O,N,N,N,Foreign Used,11656.9345943077,0,EXPERIENCED,OLD,13,0,COMPACT,1
41024,2018,TP,Cash,102449.0,0.3,0.15,0.11,0.33,0.25,Renewal,Broker,M,D,Secretary,N,N,2,N,4,2018,12,Individual,Renewal,Y,181000,GMC,2003,Special Perils,N,1524,Y,6,Y,N,O,N,N,Y,Second Hand,1847.1247353,0,EXPERIENCED,OLD,15,0,SUV,0
41025,2019,TP,Cash,97326.55,0.35,0.15,0.11,0.33,0.25,Renewal,Broker,M,D,Secretary,N,N,2,N,4,2018,12,Individual,Renewal,Y,181000,GMC,2003,Special Perils,N,1524,Y,6,Y,N,O,N,N,Y,Second Hand,1920.90042739038,0,EXPERIENCED,OLD,16,0,SUV,1
41027,2019,F&T,Online payment,134201.0,0.3,0.1,0.1,0.27,0.35,Renewal,Cash Salesmen,F,M,Software Professional,N,N,3,N,5,2019,12,Individual,Manual Review Required,Y,145000,Jeep,2012,No Additional Perils,N,1357,Y,2,Y,N,O,N,Y,N,Second Hand,5503.63093892857,0,EXPERIENCED,NEW,7,0,MICRO,0
41036,2018,Comp,Cash,44576.0,0.3,0.1,0.08,0.17,0.29,Renewal,Cash Salesmen,M,D,Waiter,N,N,2,Y,4,2018,12,Individual,No renewal - Report,Y,232000,Mitsubishi,2011,No Additional Perils,N,1875,Y,6,N,N,O,N,Y,Y,New,5126.88737088,0,EXPERIENCED,NEW,7,0,SUV,0
41037,2019,Comp,Cash,42347.2,0.35,0.1,0.08,0.17,0.29,Renewal,Cash Salesmen,M,D,Waiter,N,N,2,Y,4,2018,12,Individual,No renewal - Report,Y,232000,Mitsubishi,2011,No Additional Perils,N,1875,Y,6,N,N,O,N,Y,Y,New,5245.20015636185,0,SENIORCITIZEN,NEW,8,0,SUV,1
41039,2018,TP,Credit Card,124720.0,0.3,0.0,0.1,0.38,0.33,Renewal,Assumed Business,M,M,Sales Person,N,N,1,Y,5,2018,12,Individual,Renewal,Y,30000,Nissan,1996,Special Perils,Y,1721,Y,6,N,N,O,N,Y,N,Foreign Used,1668.2397536,0,EXPERIENCED,OLD,22,0,SUV,0
41040,2019,TP,Credit Card,118484.0,0.35,0.0,0.1,0.38,0.33,Renewal,Assumed Business,M,M,Sales Person,N,N,1,Y,5,2018,12,Individual,Renewal,Y,30000,Nissan,1996,Special Perils,Y,1721,Y,6,N,N,O,N,Y,N,Foreign Used,1665.84858338462,0,EXPERIENCED,OLD,23,0,SUV,1
41042,2018,Comp,Credit Card,152043.0,0.3,0.0,0.11,0.26,0.33,Renewal,Direct,M,D,Chef,N,N,2,N,6,2018,12,Individual,Renewal,Y,85000,Dodge,2000,No Additional Perils,N,1646,Y,6,Y,N,O,N,N,Y,New,13746.6138020143,0,EXPERIENCED,OLD,18,0,SUV,0
41043,2019,Comp,Credit Card,144440.85,0.35,0.0,0.11,0.26,0.33,Renewal,Direct,M,D,Chef,N,N,2,N,6,2018,12,Individual,Renewal,Y,85000,Dodge,2000,No Additional Perils,N,1646,Y,6,Y,N,O,N,N,Y,New,14063.8433512915,0,EXPERIENCED,OLD,19,0,SUV,1
